Name,Revision,Languages,Embed Dim,Params,Framework,License,Link
QuanSun/EVA02-CLIP-L-14,11afd202f2ae80869d6cef18b1ec775e79bd8d12,eng_Latn,768.0,428000000.0,PyTorch,mit,https://huggingface.co/QuanSun/EVA-CLIP
QuanSun/EVA02-CLIP-bigE-14,11afd202f2ae80869d6cef18b1ec775e79bd8d12,eng_Latn,1024.0,4700000000.0,PyTorch,mit,https://huggingface.co/QuanSun/EVA-CLIP
QuanSun/EVA02-CLIP-bigE-14-plus,11afd202f2ae80869d6cef18b1ec775e79bd8d12,eng_Latn,1024.0,5000000000.0,PyTorch,mit,https://huggingface.co/QuanSun/EVA-CLIP
google/text-embedding-004,1,eng-Latn,768.0,,API,,https://cloud.google.com/vertex-ai/generative-ai/docs/embeddings/get-text-embeddings
google/text-embedding-005,1,eng-Latn,768.0,,API,,https://cloud.google.com/vertex-ai/generative-ai/docs/embeddings/get-text-embeddings
google/text-multilingual-embedding-002,1,"arb_Arab, ben_Beng, eng_Latn, spa_Latn, deu_Latn, pes_Arab, fin_Latn, fra_Latn, hin_Deva, ind_Latn, jpn_Jpan, kor_Hang, rus_Cyrl, swh_Latn, tel_Telu, tha_Thai, yor_Latn, zho_Hant, zho_Hans",768.0,,API,,https://cloud.google.com/vertex-ai/generative-ai/docs/embeddings/get-text-embeddings
google/gemini-embedding-exp-03-07,1,"arb_Arab, ben_Beng, eng_Latn, spa_Latn, deu_Latn, pes_Arab, fin_Latn, fra_Latn, hin_Deva, ind_Latn, jpn_Jpan, kor_Hang, rus_Cyrl, swh_Latn, tel_Telu, tha_Thai, yor_Latn, zho_Hant, zho_Hans",3072.0,,API,,https://developers.googleblog.com/en/gemini-embedding-text-model-now-available-gemini-api/
GritLM/GritLM-7B,13f00a0e36500c80ce12870ea513846a066004af,"eng_Latn, fra_Latn, deu_Latn, ita_Latn, spa_Latn",4096.0,7240000000.0,"GritLM, PyTorch",apache-2.0,https://huggingface.co/GritLM/GritLM-7B
GritLM/GritLM-8x7B,7f089b13e3345510281733ca1e6ff871b5b4bc76,"eng_Latn, fra_Latn, deu_Latn, ita_Latn, spa_Latn",4096.0,57920000000.0,"GritLM, PyTorch",apache-2.0,https://huggingface.co/GritLM/GritLM-8x7B
Alibaba-NLP/gte-Qwen2-7B-instruct,e26182b2122f4435e8b3ebecbf363990f409b45b,,3584.0,7613000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Alibaba-NLP/gte-Qwen2-7B-instruct
Alibaba-NLP/gte-Qwen1.5-7B-instruct,07d27e5226328010336563bc1b564a5e3436a298,eng_Latn,4096.0,7720000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Alibaba-NLP/gte-Qwen1.5-7B-instruct
Alibaba-NLP/gte-Qwen2-1.5B-instruct,c6c1b92f4a3e1b92b326ad29dd3c8433457df8dd,eng_Latn,8960.0,1780000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Alibaba-NLP/gte-Qwen2-1.5B-instruct
thenlper/gte-small-zh,af7bd46fbb00b3a6963c8dd7f1786ddfbfbe973a,zho_Hans,1024.0,30300000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/thenlper/gte-small-zh
thenlper/gte-base-zh,71ab7947d6fac5b64aa299e6e40e6c2b2e85976c,zho_Hans,1024.0,102000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/thenlper/gte-base-zh
thenlper/gte-large-zh,64c364e579de308104a9b2c170ca009502f4f545,zho_Hans,1024.0,326000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/thenlper/gte-large-zh
Alibaba-NLP/gte-multilingual-base,ca1791e0bcc104f6db161f27de1340241b13c5a4,"afr_Latn, ara_Arab, aze_Latn, bel_Cyrl, bul_Cyrl, ben_Beng, cat_Latn, ceb_Latn, ces_Latn, cym_Latn, dan_Latn, deu_Latn, ell_Grek, eng_Latn, spa_Latn, est_Latn, eus_Latn, fas_Arab, fin_Latn, fra_Latn, glg_Latn, guj_Gujr, heb_Hebr, hin_Deva, hrv_Latn, hat_Latn, hun_Latn, hye_Armn, ind_Latn, isl_Latn, ita_Latn, jpn_Jpan, jav_Latn, kat_Geor, kaz_Cyrl, khm_Khmr, kan_Knda, kor_Hang, kir_Cyrl, lao_Laoo, lit_Latn, lav_Latn, mkd_Cyrl, mal_Mlym, mon_Cyrl, mar_Deva, msa_Latn, mya_Mymr, nep_Deva, nld_Latn, nor_Latn, pan_Guru, pol_Latn, por_Latn, que_Latn, ron_Latn, rus_Cyrl, sin_Sinh, slk_Latn, slv_Latn, swa_Latn, tam_Taml, tel_Telu, tha_Thai, tgl_Latn, tur_Latn, ukr_Cyrl, urd_Arab, vie_Latn, yor_Latn, zho_Hans",1024.0,305000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Alibaba-NLP/gte-multilingual-base
Alibaba-NLP/gte-modernbert-base,7ca8b4ca700621b67618669f5378fe5f5820b8e4,eng_Latn,768.0,149000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Alibaba-NLP/gte-modernbert-base
Alibaba-NLP/gte-base-en-v1.5,a829fd0e060bb84554da0dfd354d0de0f7712b7f,eng-Latn,768.0,137000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/Alibaba-NLP/gte-base-en-v1.5
ibm-granite/granite-embedding-107m-multilingual,47db56afe692f731540413c67dd818ff492277e7,"ara_Latn, ces_Latn, deu_Latn, eng_Latn, spa_Latn, fra_Latn, ita_Latn, jpn_Latn, kor_Latn, nld_Latn, por_Latn, zho_Hant, zho_Hans",384.0,107000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/ibm-granite/granite-embedding-107m-multilingual
ibm-granite/granite-embedding-278m-multilingual,84e3546b88b0cb69f8078608a1df558020bcbf1f,"ara_Latn, ces_Latn, deu_Latn, eng_Latn, spa_Latn, fra_Latn, ita_Latn, jpn_Latn, kor_Latn, nld_Latn, por_Latn, zho_Hant, zho_Hans",768.0,278000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/ibm-granite/granite-embedding-278m-multilingual
ibm-granite/granite-embedding-30m-english,eddbb57470f896b5f8e2bfcb823d8f0e2d2024a5,eng_Latn,384.0,30000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/ibm-granite/granite-embedding-30m-english
ibm-granite/granite-embedding-125m-english,e48d3a5b47eaa18e3fe07d4676e187fd80f32730,eng_Latn,768.0,125000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/ibm-granite/granite-embedding-125m-english
infly/inf-retriever-v1,cb70ca7c31dfa866b2eff2dad229c144d8ddfd91,"eng_Latn, zho_Hans",3584.0,7069121024.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/infly/inf-retriever-v1
infly/inf-retriever-v1-1.5b,c9c05c2dd50707a486966ba81703021ae2094a06,"eng_Latn, zho_Hans",1536.0,1543268864.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/infly/inf-retriever-v1-1.5b
infgrad/jasper_en_vision_language_v1,d6330ce98f8a0d741e781df845904c9484f00efa,eng-Latn,8960.0,1999000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/infgrad/jasper_en_vision_language_v1/tree/main
jinaai/jina-embeddings-v3,215a6e121fa0183376388ac6b1ae230326bfeaed,"afr_Latn, amh_Latn, ara_Latn, asm_Latn, aze_Latn, bel_Latn, bul_Latn, ben_Latn, ben_Beng, bre_Latn, bos_Latn, cat_Latn, ces_Latn, cym_Latn, dan_Latn, deu_Latn, ell_Latn, eng_Latn, epo_Latn, spa_Latn, est_Latn, eus_Latn, fas_Latn, fin_Latn, fra_Latn, fry_Latn, gle_Latn, gla_Latn, glg_Latn, guj_Latn, hau_Latn, heb_Latn, hin_Latn, hin_Deva, hrv_Latn, hun_Latn, hye_Latn, ind_Latn, isl_Latn, ita_Latn, jpn_Latn, jav_Latn, kat_Latn, kaz_Latn, khm_Latn, kan_Latn, kor_Latn, kur_Latn, kir_Latn, lat_Latn, lao_Latn, lit_Latn, lav_Latn, mlg_Latn, mkd_Latn, mal_Latn, mon_Latn, mar_Latn, msa_Latn, mya_Latn, nep_Latn, nld_Latn, nob_Latn, orm_Latn, ori_Latn, pan_Latn, pol_Latn, pus_Latn, por_Latn, ron_Latn, rus_Latn, san_Latn, snd_Latn, sin_Latn, slk_Latn, slv_Latn, som_Latn, sqi_Latn, srp_Latn, sun_Latn, swe_Latn, swa_Latn, tam_Latn, tam_Taml, tel_Latn, tel_Telu, tha_Latn, tgl_Latn, tur_Latn, uig_Latn, ukr_Latn, urd_Latn, urd_Arab, uzb_Latn, vie_Latn, xho_Latn, yid_Latn, zho_Hant, zho_Hans",1024.0,572000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/jinaai/jina-embeddings-v3
jinaai/jina-embeddings-v2-base-en,6e85f575bc273f1fd840a658067d0157933c83f0,eng-Latn,768.0,137000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/jinaai/jina-embeddings-v2-base-en
jinaai/jina-embeddings-v2-small-en,44e7d1d6caec8c883c2d4b207588504d519788d0,eng-Latn,512.0,32700000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/jinaai/jina-embeddings-v2-small-en
jinaai/jina-embedding-b-en-v1,32aa658e5ceb90793454d22a57d8e3a14e699516,eng-Latn,768.0,110000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/jinaai/jina-embedding-b-en-v1
jinaai/jina-embedding-s-en-v1,5ac6cd473e2324c6d5f9e558a6a9f65abb57143e,eng-Latn,512.0,35000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/jinaai/jina-embedding-s-en-v1
jinaai/jina-clip-v1,06150c7c382d7a4faedc7d5a0d8cdb59308968f4,eng_Latn,768.0,223000000.0,PyTorch,apache-2.0,https://huggingface.co/jinaai/jina-clip-v1
yibinlei/LENS-d4000,e473b33364e6c48a324796fd1411d3b93670c6fe,,4000.0,7110000000.0,PyTorch,apache-2.0,https://huggingface.co/yibinlei/LENS-d4000
yibinlei/LENS-d8000,a0b87bd91cb27b6f2f0b0fe22c28026da1d464ef,,8000.0,7110000000.0,PyTorch,apache-2.0,https://huggingface.co/yibinlei/LENS-d8000
Linq-AI-Research/Linq-Embed-Mistral,0c1a0b0589177079acc552433cad51d7c9132379,eng_Latn,4096.0,7110000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/Linq-AI-Research/Linq-Embed-Mistral
microsoft/LLM2CLIP-Openai-L-14-336,92512331f393a003c3d98404677f991c188162c9,eng_Latn,1280.0,579000000.0,PyTorch,apache-2.0,https://huggingface.co/microsoft/LLM2CLIP-Openai-L-14-336
microsoft/LLM2CLIP-Openai-L-14-224,6b8a11a94ff380fa220dfefe73ac9293d2677575,eng_Latn,1280.0,578000000.0,PyTorch,apache-2.0,https://huggingface.co/microsoft/LLM2CLIP-Openai-L-14-224
microsoft/LLM2CLIP-Openai-B-16,ecfb347eb3dcfeb2fbc2a2eae7de6ac5a001aaf8,eng_Latn,1280.0,361000000.0,PyTorch,apache-2.0,https://huggingface.co/microsoft/LLM2CLIP-Openai-B-16
McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised,baa8ebf04a1c2500e61288e7dad65e8ae42601a7,eng_Latn,4096.0,7505000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-supervised
McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse,1cb7b735326d13a8541db8f57f35da5373f5e9c6,eng_Latn,4096.0,7505000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Meta-Llama-3-8B-Instruct-mntp-unsup-simcse
McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised,0ae69bdd5816105778b971c3138e8f8a18eaa3ae,eng_Latn,4096.0,7111000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-supervised
McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse,2c055a5d77126c0d3dc6cd8ffa30e2908f4f45f8,eng_Latn,4096.0,7111000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Mistral-7B-Instruct-v2-mntp-unsup-simcse
McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-supervised,2c055a5d77126c0d3dc6cd8ffa30e2908f4f45f8,eng_Latn,4096.0,7111000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-supervised
McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-unsup-simcse,a76944871d169ebe7c97eb921764cd063afed785,eng_Latn,4096.0,7111000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Llama-2-7b-chat-hf-mntp-unsup-simcse
McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-supervised,a5943d406c6b016fef3f07906aac183cf1a0b47d,eng_Latn,4096.0,7111000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-supervised
McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-unsup-simcse,a5943d406c6b016fef3f07906aac183cf1a0b47d,eng_Latn,4096.0,7111000000.0,"LLM2Vec, PyTorch",mit,https://huggingface.co/McGill-NLP/LLM2Vec-Sheared-LLaMA-mntp-unsup-simcse
Haon-Chen/speed-embedding-7b-instruct,c167e9a8144b397622ce47b85d9edcdeecef3d3f,eng_Latn,,7110660096.0,PyTorch,mit,https://huggingface.co/Haon-Chen/speed-embedding-7b-instruct
Gameselo/STS-multilingual-mpnet-base-v2,449f917af30f590fc31f9ffb226c94f21a2f47b8,,768.0,278043648.0,"PyTorch, Sentence Transformers",,https://huggingface.co/Gameselo/STS-multilingual-mpnet-base-v2
HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v1,45e42c89990c40aca042659133fc8b13c28634b5,,896.0,494032768.0,PyTorch,mit,https://huggingface.co/HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v1
HIT-TMG/KaLM-embedding-multilingual-mini-v1,8a82a0cd2b322b91723e252486f7cce6fd8ac9d3,,896.0,494032768.0,PyTorch,mit,https://huggingface.co/HIT-TMG/KaLM-embedding-multilingual-mini-v1
Hum-Works/lodestone-base-4096-v1,9bbc2d0b57dd2198aea029404b0f976712a7d966,eng_Latn,768.0,,PyTorch,apache-2.0,https://huggingface.co/Hum-Works/lodestone-base-4096-v1
Jaume/gemma-2b-embeddings,86431f65d7c3f66b2af096c61e614a2958f191f1,,2048.0,2506172416.0,"PyTorch, Sentence Transformers",,https://huggingface.co/Jaume/gemma-2b-embeddings
BeastyZ/e5-R-mistral-7b,3f810a6a7fd220369ad248e3705cf13d71803602,eng_Latn,,7241732096.0,PyTorch,apache-2.0,https://huggingface.co/BeastyZ/e5-R-mistral-7b
Lajavaness/bilingual-embedding-base,0bfc54bb2aa2666dd84715289c7ef58a95eb4d8d,,768.0,278043648.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Lajavaness/bilingual-embedding-base
Lajavaness/bilingual-embedding-large,e83179d7a66e8aed1b3015e98bb5ae234ed89598,"fra_Latn, eng_Latn",1024.0,559890432.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Lajavaness/bilingual-embedding-large
Lajavaness/bilingual-embedding-small,ed4a1dd814de0db81d4a4e287c296a03194463e3,"fra_Latn, eng_Latn",384.0,117653760.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Lajavaness/bilingual-embedding-small
Mihaiii/Bulbasaur,6876f839e18ae36224049a41194a431953f08747,,384.0,17389824.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/Bulbasaur
Mihaiii/Ivysaur,65914d976f45beb4bda7485c39d88865b4ce6554,,384.0,22713216.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/Ivysaur
Mihaiii/Squirtle,5b991da48a9286637a256d4a35aab87a1a57b78a,,384.0,15615360.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/Squirtle
Mihaiii/Venusaur,0dc817f0addbb7bab8feeeeaded538f9ffeb3419,,384.0,15615360.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/Venusaur
Mihaiii/Wartortle,14caca5253414d38a7d28b62d1b7c30ef3293a87,,384.0,17389824.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/Wartortle
Mihaiii/gte-micro,6fd2397cb9dfa7c901aedf9a2a44d3c888ccafdd,,384.0,17389824.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/gte-micro
Mihaiii/gte-micro-v4,78e1a4b348f8524c3ab2e3e3475788f5adb8c98f,,384.0,19164288.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/Mihaiii/gte-micro-v4
OrdalieTech/Solon-embeddings-large-0.1,9f6465f6ea2f6d10c6294bc15d84edf87d47cdef,fra_Latn,1024.0,559890432.0,PyTorch,mit,https://huggingface.co/OrdalieTech/Solon-embeddings-large-0.1
Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka,d0361a36f6fe69febfc8550d0918abab174f6f30,ara_Arab,768.0,135193344.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Arabert-all-nli-triplet-Matryoshka
Omartificial-Intelligence-Space/Arabic-MiniLM-L12-v2-all-nli-triplet,6916465c43b984e955aa6dc72851474f0128f428,ara_Arab,384.0,117653760.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Arabic-MiniLM-L12-v2-all-nli-triplet
Omartificial-Intelligence-Space/Arabic-all-nli-triplet-Matryoshka,1ca467cc576bd76666a4d21b24ee43afa914dd10,ara_Arab,768.0,278043648.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Arabic-all-nli-triplet-Matryoshka
Omartificial-Intelligence-Space/Arabic-labse-Matryoshka,ee6d5e33c78ed582ade47fd452a74ea52aa5bfe2,ara_Arab,768.0,470926848.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Arabic-labse-Matryoshka
Omartificial-Intelligence-Space/Arabic-mpnet-base-all-nli-triplet,2628cb641e040f44328195fadcdfb58e6d5cffa7,ara_Arab,768.0,109486464.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Arabic-mpnet-base-all-nli-triplet
Omartificial-Intelligence-Space/Marbert-all-nli-triplet-Matryoshka,ecf3274e164f057c4a3dd70691cae0265d87a9d0,ara_Arab,768.0,162841344.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/Omartificial-Intelligence-Space/Marbert-all-nli-triplet-Matryoshka
consciousAI/cai-lunaris-text-embeddings,8332c464d13505968ff7a6e2213f36fd8730b4c7,,1024.0,,PyTorch,apache-2.0,https://huggingface.co/consciousAI/cai-lunaris-text-embeddings
consciousAI/cai-stellaris-text-embeddings,c000ec4b29588daf0f4a0b2ad4e72ee807d8efc0,,768.0,,PyTorch,,https://huggingface.co/consciousAI/cai-stellaris-text-embeddings
manu/sentence_croissant_alpha_v0.2,4610b8cea65d7dd59e0b04af50753933fe5b29b2,,2048.0,1279887360.0,"PyTorch, Sentence Transformers",,https://huggingface.co/manu/sentence_croissant_alpha_v0.2
manu/sentence_croissant_alpha_v0.3,4ac16754f3d81aba76cc32955dc9ee4122df96eb,,2048.0,1279887360.0,"PyTorch, Sentence Transformers",,https://huggingface.co/manu/sentence_croissant_alpha_v0.3
manu/sentence_croissant_alpha_v0.4,0ce6372e6a3c21134dcf26dcde13cca869c767fc,"fra_Latn, eng_Latn",2048.0,1279887360.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/manu/sentence_croissant_alpha_v0.4
thenlper/gte-base,c078288308d8dee004ab72c6191778064285ec0c,eng_Latn,768.0,109482752.0,PyTorch,mit,https://huggingface.co/thenlper/gte-base
thenlper/gte-large,4bef63f39fcc5e2d6b0aae83089f307af4970164,eng_Latn,1024.0,335142400.0,PyTorch,mit,https://huggingface.co/thenlper/gte-large
thenlper/gte-small,17e1f347d17fe144873b1201da91788898c639cd,eng_Latn,384.0,33360512.0,PyTorch,mit,https://huggingface.co/thenlper/gte-small
OrlikB/KartonBERT-USE-base-v1,1f59dd58fe57995c0e867d5e29f03763eae99645,pol_Latn,768.0,103705344.0,PyTorch,gpl-3.0,https://huggingface.co/OrlikB/KartonBERT-USE-base-v1
OrlikB/st-polish-kartonberta-base-alpha-v1,5590a0e2d7bb43674e44d7076b3ff157f7d4a1cb,pol_Latn,768.0,,PyTorch,lgpl,https://huggingface.co/OrlikB/st-polish-kartonberta-base-alpha-v1
sdadas/mmlw-e5-base,f10628ed55b5ec400502aff439bd714a6da0af30,pol_Latn,768.0,278043648.0,PyTorch,apache-2.0,https://huggingface.co/sdadas/mmlw-e5-base
dwzhu/e5-base-4k,1b5664b8cb2bccd8c309429b7bfe5864402e8fbc,eng_Latn,,,PyTorch,mit,https://huggingface.co/dwzhu/e5-base-4k
sdadas/mmlw-e5-large,5c143fb045ebed664fd85b43fc45155999eb110f,pol_Latn,1024.0,559890432.0,PyTorch,apache-2.0,https://huggingface.co/sdadas/mmlw-e5-large
sdadas/mmlw-e5-small,ff1298cb6d997f18b794d2f3d73cad2ba2ad739a,pol_Latn,384.0,117653760.0,PyTorch,apache-2.0,https://huggingface.co/sdadas/mmlw-e5-small
sdadas/mmlw-roberta-base,0ac7f23f6c96af601fa6a17852bd08d5136d6365,pol_Latn,768.0,124442880.0,PyTorch,apache-2.0,https://huggingface.co/sdadas/mmlw-roberta-base
sdadas/mmlw-roberta-large,b8058066a8de32d0737b3cd82d8b4f4108745af9,pol_Latn,1024.0,434961408.0,PyTorch,apache-2.0,https://huggingface.co/sdadas/mmlw-roberta-large
izhx/udever-bloom-1b1,7bf1ee29878cb040b2708a691aa4b61f27eaa252,"aka_Latn, ara_Arab, asm_Beng, bam_Latn, ben_Beng, cat_Latn, eng_Latn, spa_Latn, eus_Latn, fon_Latn, fra_Latn, guj_Gujr, hin_Deva, ind_Latn, ibo_Latn, kik_Latn, kan_Knda, lug_Latn, lin_Latn, mal_Mlym, mar_Deva, nep_Deva, nso_Latn, nya_Latn, ori_Orya, pan_Guru, por_Latn, run_Latn, kin_Latn, sna_Latn, sot_Latn, swa_Latn, tam_Taml, tel_Telu, tsn_Latn, tso_Latn, tum_Latn, twi_Latn, urd_Arab, vie_Latn, wol_Latn, xho_Latn, yor_Latn, zho_Hans, zul_Latn",,,PyTorch,https://huggingface.co/spaces/bigscience/license,https://huggingface.co/izhx/udever-bloom-1b1
izhx/udever-bloom-3b,4edd8affe80ca89ba0f6b6ba4103fc7f25fc57b2,"aka_Latn, ara_Arab, asm_Beng, bam_Latn, ben_Beng, cat_Latn, eng_Latn, spa_Latn, eus_Latn, fon_Latn, fra_Latn, guj_Gujr, hin_Deva, ind_Latn, ibo_Latn, kik_Latn, kan_Knda, lug_Latn, lin_Latn, mal_Mlym, mar_Deva, nep_Deva, nso_Latn, nya_Latn, ori_Orya, pan_Guru, por_Latn, run_Latn, kin_Latn, sna_Latn, sot_Latn, swa_Latn, tam_Taml, tel_Telu, tsn_Latn, tso_Latn, tum_Latn, twi_Latn, urd_Arab, vie_Latn, wol_Latn, xho_Latn, yor_Latn, zho_Hans, zul_Latn",,,PyTorch,https://huggingface.co/spaces/bigscience/license,https://huggingface.co/izhx/udever-bloom-3b
izhx/udever-bloom-560m,b2a723e355946ec5a5c5fbed3459766627ded2bb,"aka_Latn, ara_Arab, asm_Beng, bam_Latn, ben_Beng, cat_Latn, eng_Latn, spa_Latn, eus_Latn, fon_Latn, fra_Latn, guj_Gujr, hin_Deva, ind_Latn, ibo_Latn, kik_Latn, kan_Knda, lug_Latn, lin_Latn, mal_Mlym, mar_Deva, nep_Deva, nso_Latn, nya_Latn, ori_Orya, pan_Guru, por_Latn, run_Latn, kin_Latn, sna_Latn, sot_Latn, swa_Latn, tam_Taml, tel_Telu, tsn_Latn, tso_Latn, tum_Latn, twi_Latn, urd_Arab, vie_Latn, wol_Latn, xho_Latn, yor_Latn, zho_Hans, zul_Latn",,,PyTorch,https://huggingface.co/spaces/bigscience/license,https://huggingface.co/izhx/udever-bloom-560m
izhx/udever-bloom-7b1,18e8d3e6dbd94868584877f2e72a105a17df22ef,"aka_Latn, ara_Arab, asm_Beng, bam_Latn, ben_Beng, cat_Latn, eng_Latn, spa_Latn, eus_Latn, fon_Latn, fra_Latn, guj_Gujr, hin_Deva, ind_Latn, ibo_Latn, kik_Latn, kan_Knda, lug_Latn, lin_Latn, mal_Mlym, mar_Deva, nep_Deva, nso_Latn, nya_Latn, ori_Orya, pan_Guru, por_Latn, run_Latn, kin_Latn, sna_Latn, sot_Latn, swa_Latn, tam_Taml, tel_Telu, tsn_Latn, tso_Latn, tum_Latn, twi_Latn, urd_Arab, vie_Latn, wol_Latn, xho_Latn, yor_Latn, zho_Hans, zul_Latn",,,PyTorch,https://huggingface.co/spaces/bigscience/license,https://huggingface.co/izhx/udever-bloom-7b1
avsolatorio/GIST-Embedding-v0,bf6b2e55e92f510a570ad4d7d2da2ec8cd22590c,eng_Latn,768.0,109482240.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/avsolatorio/GIST-Embedding-v0
avsolatorio/GIST-all-MiniLM-L6-v2,ea89dfad053bba14677bb784a4269898abbdce44,eng_Latn,384.0,22713216.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/avsolatorio/GIST-all-MiniLM-L6-v2
avsolatorio/GIST-large-Embedding-v0,7831200e2f7819b994490c091cf3258a2b821f0c,eng_Latn,1024.0,335141888.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/avsolatorio/GIST-large-Embedding-v0
avsolatorio/GIST-small-Embedding-v0,d6c4190f9e01b9994dc7cac99cf2f2b85cfb57bc,eng_Latn,384.0,33360000.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/avsolatorio/GIST-small-Embedding-v0
bigscience/sgpt-bloom-7b1-msmarco,dc579f3d2d5a0795eba2049e16c3e36c74007ad3,,4096.0,,PyTorch,,https://huggingface.co/bigscience/sgpt-bloom-7b1-msmarco
aari1995/German_Semantic_STS_V2,22912542b0ec7a7ef369837e28ffe6352a27afc9,deu_Latn,1024.0,335736320.0,PyTorch,,https://huggingface.co/aari1995/German_Semantic_STS_V2
abhinand/MedEmbed-small-v0.1,40a5850d046cfdb56154e332b4d7099b63e8d50e,eng_Latn,384.0,33360000.0,PyTorch,apache-2.0,https://huggingface.co/abhinand/MedEmbed-small-v0.1
avsolatorio/NoInstruct-small-Embedding-v0,b38747000553d8268915c95a55fc87e707c9aadd,eng-Latn,384.0,33400000.0,PyTorch,mit,https://huggingface.co/avsolatorio/NoInstruct-small-Embedding-v0
brahmairesearch/slx-v0.1,688c83fd1a7f34b25575a2bc26cfd87c11b4ce71,eng_Latn,384.0,22713216.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/brahmairesearch/slx-v0.1
deepfile/embedder-100p,aa02f08f11517977fbcdc94dc9dbf9a1ca152d9b,,768.0,,PyTorch,,https://huggingface.co/deepfile/embedder-100p
